year,month,day,stasiun,pm10,pm25,sulfur_dioksida,karbon_monoksida,ozon,nitrogen_dioksida
2024,9,14,DKI5  Kebon Jeruk  Jakarta Barat,34.0,88.0,34.0,19.0,49.0,16.0
2024,9,15,DKI5  Kebon Jeruk  Jakarta Barat,28.0,87.0,35.0,20.0,45.0,13.0
2024,9,16,DKI5  Kebon Jeruk  Jakarta Barat,26.0,93.0,36.0,20.0,44.0,14.0
2024,9,17,DKI5  Kebon Jeruk  Jakarta Barat,33.0,86.0,39.0,19.0,47.0,14.0
2024,9,18,DKI5  Kebon Jeruk  Jakarta Barat,39.0,79.0,38.0,18.0,42.0,13.0
2024,9,19,DKI5  Kebon Jeruk  Jakarta Barat,30.0,88.0,40.0,19.0,40.0,14.0
2024,9,20,DKI5  Kebon Jeruk  Jakarta Barat,22.0,88.0,38.0,20.0,47.0,16.0
2024,9,21,DKI5  Kebon Jeruk  Jakarta Barat,37.0,98.0,38.0,19.0,57.0,14.0
2024,9,22,DKI5  Kebon Jeruk  Jakarta Barat,30.0,109.0,39.0,20.0,62.0,14.0
2024,9,23,DKI5  Kebon Jeruk  Jakarta Barat,21.0,92.0,37.0,19.0,55.0,14.0
2024,9,24,DKI5  Kebon Jeruk  Jakarta Barat,37.0,85.0,37.0,21.0,42.0,18.0
2024,9,25,DKI5  Kebon Jeruk  Jakarta Barat,47.0,109.0,35.0,28.0,44.0,24.0
2024,9,26,DKI5  Kebon Jeruk  Jakarta Barat,35.0,79.0,35.0,26.0,42.0,21.0
2024,9,27,DKI5  Kebon Jeruk  Jakarta Barat,27.0,80.0,35.0,23.0,42.0,21.0
2024,9,28,DKI5  Kebon Jeruk  Jakarta Barat,30.0,99.0,36.0,22.0,47.0,20.0
2024,9,29,DKI5  Kebon Jeruk  Jakarta Barat,29.0,95.0,36.0,22.0,40.0,20.0
2024,9,30,DKI5  Kebon Jeruk  Jakarta Barat,18.0,79.0,38.0,20.0,35.0,14.0
2024,10,1,DKI5  Kebon Jeruk  Jakarta Barat,33.0,103.0,37.0,22.0,51.0,17.0
2024,10,2,DKI5  Kebon Jeruk  Jakarta Barat,25.0,90.0,37.0,20.0,54.0,16.0
2024,10,3,DKI5  Kebon Jeruk  Jakarta Barat,25.0,95.0,38.0,22.0,49.0,17.0
2024,10,4,DKI5  Kebon Jeruk  Jakarta Barat,30.0,94.0,38.0,22.0,46.0,16.0
2024,10,5,DKI5  Kebon Jeruk  Jakarta Barat,22.0,80.0,37.0,21.0,44.0,18.0
2024,10,6,DKI5  Kebon Jeruk  Jakarta Barat,19.0,76.0,36.0,21.0,49.0,15.0
2024,10,7,DKI5  Kebon Jeruk  Jakarta Barat,35.0,121.0,38.0,27.0,46.0,19.0
2024,10,8,DKI5  Kebon Jeruk  Jakarta Barat,25.0,84.0,39.0,21.0,39.0,17.0
2024,10,9,DKI5  Kebon Jeruk  Jakarta Barat,24.0,82.0,37.0,20.0,52.0,13.0
2024,10,10,DKI5  Kebon Jeruk  Jakarta Barat,32.0,92.0,38.0,20.0,52.0,14.0
2024,10,11,DKI5  Kebon Jeruk  Jakarta Barat,20.0,102.0,39.0,23.0,44.0,20.0
2024,10,12,DKI5  Kebon Jeruk  Jakarta Barat,21.0,92.0,39.0,20.0,48.0,16.0
2024,10,13,DKI5  Kebon Jeruk  Jakarta Barat,21.0,111.0,41.0,21.0,51.0,14.0
2024,10,14,DKI5  Kebon Jeruk  Jakarta Barat,68.0,113.0,38.0,22.0,48.0,17.0
2024,10,15,DKI5  Kebon Jeruk  Jakarta Barat,34.0,84.0,39.0,19.0,61.0,12.0
2024,10,16,DKI5  Kebon Jeruk  Jakarta Barat,32.0,111.0,40.0,22.0,59.0,18.0
2024,10,17,DKI5  Kebon Jeruk  Jakarta Barat,53.0,75.0,39.0,20.0,43.0,16.0
2024,10,18,DKI5  Kebon Jeruk  Jakarta Barat,47.0,73.0,38.0,19.0,49.0,12.0
2024,10,19,DKI5  Kebon Jeruk  Jakarta Barat,61.0,93.0,42.0,21.0,51.0,15.0
2024,10,20,DKI5  Kebon Jeruk  Jakarta Barat,55.0,84.0,40.0,18.0,33.0,11.0
2024,10,21,DKI5  Kebon Jeruk  Jakarta Barat,38.0,81.0,39.0,19.0,36.0,11.0
2024,10,22,DKI5  Kebon Jeruk  Jakarta Barat,54.0,92.0,40.0,21.0,43.0,17.0
2024,10,23,DKI5  Kebon Jeruk  Jakarta Barat,52.0,87.0,42.0,19.0,59.0,13.0
2024,10,24,DKI5  Kebon Jeruk  Jakarta Barat,43.0,79.0,40.0,17.0,55.0,11.0
2024,10,25,DKI5  Kebon Jeruk  Jakarta Barat,50.0,82.0,39.0,20.0,59.0,17.0
2024,10,26,DKI5  Kebon Jeruk  Jakarta Barat,50.0,78.0,39.0,21.0,44.0,16.0
2024,10,27,DKI5  Kebon Jeruk  Jakarta Barat,48.0,75.0,45.0,17.0,42.0,10.0
2024,10,28,DKI5  Kebon Jeruk  Jakarta Barat,42.0,79.0,40.0,18.0,52.0,10.0
2024,10,29,DKI5  Kebon Jeruk  Jakarta Barat,51.0,83.0,40.0,19.0,48.0,16.0
2024,10,30,DKI5  Kebon Jeruk  Jakarta Barat,56.0,99.0,40.0,20.0,58.0,14.0
2024,10,31,DKI5  Kebon Jeruk  Jakarta Barat,55.0,89.0,41.0,20.0,52.0,15.0
2024,11,1,DKI5  Kebon Jeruk  Jakarta Barat,66.0,105.0,40.0,22.0,49.0,19.0
2024,11,2,DKI5  Kebon Jeruk  Jakarta Barat,60.0,97.0,41.0,22.0,44.0,18.0
2024,11,3,DKI5  Kebon Jeruk  Jakarta Barat,53.0,81.0,39.0,26.0,36.0,18.0
2024,11,4,DKI5  Kebon Jeruk  Jakarta Barat,52.0,67.0,38.0,24.0,38.0,19.0
2024,11,5,DKI5  Kebon Jeruk  Jakarta Barat,52.0,85.0,39.0,21.0,51.0,19.0
2024,11,6,DKI5  Kebon Jeruk  Jakarta Barat,52.0,78.0,38.0,22.0,44.0,19.0
2024,11,7,DKI5  Kebon Jeruk  Jakarta Barat,52.0,108.0,41.0,23.0,58.0,15.0
2024,11,8,DKI5  Kebon Jeruk  Jakarta Barat,52.0,109.0,39.0,22.0,53.0,16.0
2024,11,9,DKI5  Kebon Jeruk  Jakarta Barat,52.0,109.0,44.0,21.0,62.0,15.0
2024,11,10,DKI5  Kebon Jeruk  Jakarta Barat,52.0,109.0,38.0,23.0,49.0,17.0
2024,11,11,DKI5  Kebon Jeruk  Jakarta Barat,52.0,109.0,38.0,25.0,56.0,17.0
2024,11,12,DKI5  Kebon Jeruk  Jakarta Barat,52.0,68.0,39.0,24.0,33.0,17.0
2024,11,13,DKI5  Kebon Jeruk  Jakarta Barat,52.0,113.0,41.0,32.0,39.0,14.0
2024,11,14,DKI5  Kebon Jeruk  Jakarta Barat,52.0,124.0,45.0,24.0,57.0,13.0
2024,11,15,DKI5  Kebon Jeruk  Jakarta Barat,52.0,133.0,50.0,21.0,44.0,17.0
2024,11,16,DKI5  Kebon Jeruk  Jakarta Barat,52.0,141.0,45.0,19.0,61.0,14.0
2024,11,17,DKI5  Kebon Jeruk  Jakarta Barat,52.0,157.0,41.0,33.0,55.0,19.0
2024,11,18,DKI5  Kebon Jeruk  Jakarta Barat,52.0,87.0,40.0,17.0,51.0,13.0
2024,11,19,DKI5  Kebon Jeruk  Jakarta Barat,52.0,86.0,41.0,21.0,38.0,13.0
2024,11,20,DKI5  Kebon Jeruk  Jakarta Barat,52.0,73.0,41.0,22.0,49.0,17.0
2024,11,21,DKI5  Kebon Jeruk  Jakarta Barat,52.0,73.0,45.0,20.0,38.0,16.0
2024,11,22,DKI5  Kebon Jeruk  Jakarta Barat,52.0,71.0,44.0,17.0,33.0,10.0
2024,11,23,DKI5  Kebon Jeruk  Jakarta Barat,52.0,71.0,41.0,18.0,36.0,11.0
2024,11,24,DKI5  Kebon Jeruk  Jakarta Barat,52.0,71.0,40.0,16.0,30.0,7.0
2024,11,25,DKI5  Kebon Jeruk  Jakarta Barat,52.0,71.0,42.0,19.0,31.0,7.0
2024,11,26,DKI5  Kebon Jeruk  Jakarta Barat,52.0,53.0,42.0,20.0,35.0,8.0
2024,11,27,DKI5  Kebon Jeruk  Jakarta Barat,52.0,56.0,44.0,19.0,28.0,12.0
2024,11,28,DKI5  Kebon Jeruk  Jakarta Barat,52.0,38.0,39.0,18.0,27.0,9.0
2024,11,29,DKI5  Kebon Jeruk  Jakarta Barat,52.0,41.0,40.0,17.0,16.0,9.0
2024,11,30,DKI5  Kebon Jeruk  Jakarta Barat,52.0,24.0,40.0,15.0,15.0,5.0
2024,12,1,DKI5 Kebon Jeruk Jakarta Barat,52.0,26.0,39.0,15.0,16.0,4.0
2024,12,2,DKI5 Kebon Jeruk Jakarta Barat,52.0,22.0,39.0,15.0,19.0,3.0
2024,12,3,DKI5 Kebon Jeruk Jakarta Barat,52.0,18.0,39.0,14.0,21.0,3.0
2024,12,4,DKI5 Kebon Jeruk Jakarta Barat,52.0,23.0,42.0,15.0,22.0,6.0
2024,12,5,DKI5 Kebon Jeruk Jakarta Barat,52.0,22.0,41.0,15.0,28.0,5.0
2024,12,6,DKI5 Kebon Jeruk Jakarta Barat,52.0,31.0,45.0,16.0,27.0,8.0
2024,12,7,DKI5 Kebon Jeruk Jakarta Barat,52.0,67.0,44.0,41.0,33.0,15.0
2024,12,8,DKI5 Kebon Jeruk Jakarta Barat,52.0,48.0,40.0,24.0,41.0,12.0
2024,12,9,DKI5 Kebon Jeruk Jakarta Barat,52.0,50.0,43.0,19.0,39.0,12.0
2024,12,10,DKI5 Kebon Jeruk Jakarta Barat,52.0,43.0,40.0,21.0,24.0,8.0
2024,12,11,DKI5 Kebon Jeruk Jakarta Barat,52.0,33.0,42.0,15.0,26.0,4.0
2024,12,12,DKI5 Kebon Jeruk Jakarta Barat,52.0,25.0,42.0,15.0,21.0,4.0
2024,12,13,DKI5 Kebon Jeruk Jakarta Barat,52.0,36.0,45.0,15.0,17.0,6.0
2024,12,14,DKI5 Kebon Jeruk Jakarta Barat,52.0,31.0,42.0,15.0,20.0,4.0
2024,12,15,DKI5 Kebon Jeruk Jakarta Barat,52.0,34.0,44.0,16.0,22.0,5.0
2024,12,16,DKI5 Kebon Jeruk Jakarta Barat,52.0,35.0,42.0,16.0,30.0,6.0
2024,12,17,DKI5 Kebon Jeruk Jakarta Barat,52.0,37.0,42.0,16.0,34.0,7.0
2024,12,18,DKI5 Kebon Jeruk Jakarta Barat,52.0,29.0,18.0,15.0,29.0,5.0
2024,12,19,DKI5 Kebon Jeruk Jakarta Barat,52.0,20.0,51.0,4.0,29.0,5.0
2024,12,20,DKI5 Kebon Jeruk Jakarta Barat,52.0,36.0,15.0,7.0,31.0,6.0
2024,12,21,DKI5 Kebon Jeruk Jakarta Barat,52.0,38.0,17.0,6.0,35.0,8.0
2024,12,22,DKI5 Kebon Jeruk Jakarta Barat,52.0,38.0,14.0,7.0,41.0,12.0
2024,12,23,DKI5 Kebon Jeruk Jakarta Barat,52.0,35.0,3.0,8.0,43.0,12.0
2024,12,24,DKI5 Kebon Jeruk Jakarta Barat,52.0,51.0,10.0,11.0,39.0,12.0
2024,12,25,DKI5 Kebon Jeruk Jakarta Barat,52.0,43.0,9.0,7.0,33.0,9.0
2024,12,26,DKI5 Kebon Jeruk Jakarta Barat,52.0,51.0,7.0,10.0,24.0,11.0
2024,12,27,DKI5 Kebon Jeruk Jakarta Barat,52.0,55.0,27.0,9.0,30.0,12.0
2024,12,28,DKI5 Kebon Jeruk Jakarta Barat,52.0,40.0,26.0,6.0,30.0,12.0
2024,12,29,DKI5 Kebon Jeruk Jakarta Barat,52.0,51.0,32.0,8.0,28.0,11.0
2024,12,30,DKI5 Kebon Jeruk Jakarta Barat,52.0,34.0,9.0,5.0,38.0,8.0
2024,12,31,DKI5 Kebon Jeruk Jakarta Barat,52.0,26.0,9.0,3.0,26.0,3.0
2025,1,1,DKI5 Kebon Jeruk Jakarta Barat,52.0,48.0,12.0,6.0,26.0,7.0
2025,1,2,DKI5 Kebon Jeruk Jakarta Barat,52.0,26.0,13.0,4.0,28.0,4.0
2025,1,3,DKI5 Kebon Jeruk Jakarta Barat,52.0,46.0,22.0,8.0,26.0,8.0
2025,1,4,DKI5 Kebon Jeruk Jakarta Barat,52.0,33.0,25.0,4.0,28.0,8.0
2025,1,5,DKI5 Kebon Jeruk Jakarta Barat,52.0,26.0,4.0,4.0,16.0,8.0
2025,1,6,DKI5 Kebon Jeruk Jakarta Barat,52.0,46.0,15.0,8.0,17.0,8.0
2025,1,7,DKI5 Kebon Jeruk Jakarta Barat,9.0,43.0,21.0,4.0,20.0,4.0
2025,1,8,DKI5 Kebon Jeruk Jakarta Barat,10.0,35.0,12.0,4.0,22.0,5.0
2025,1,9,DKI5 Kebon Jeruk Jakarta Barat,14.0,29.0,3.0,6.0,31.0,7.0
2025,1,10,DKI5 Kebon Jeruk Jakarta Barat,20.0,74.0,12.0,13.0,29.0,15.0
2025,1,11,DKI5 Kebon Jeruk Jakarta Barat,19.0,60.0,10.0,6.0,36.0,10.0
2025,1,12,DKI5 Kebon Jeruk Jakarta Barat,14.0,56.0,14.0,5.0,25.0,9.0
2025,1,13,DKI5 Kebon Jeruk Jakarta Barat,10.0,35.0,8.0,5.0,21.0,5.0
2025,1,14,DKI5 Kebon Jeruk Jakarta Barat,12.0,33.0,17.0,5.0,24.0,6.0
2025,1,15,DKI5 Kebon Jeruk Jakarta Barat,15.0,49.0,13.0,6.0,20.0,4.0
2025,1,16,DKI5 Kebon Jeruk Jakarta Barat,11.0,54.0,21.0,5.0,42.0,4.0
