periode_data,bulan,tanggal,stasiun,karbon_monoksida
202502,2,6,DKI5 Kebon Jeruk Jakarta Barat,6
202502,2,7,DKI5 Kebon Jeruk Jakarta Barat,7
202502,2,8,DKI5 Kebon Jeruk Jakarta Barat,7
202502,2,9,DKI5 Kebon Jeruk Jakarta Barat,6
202503,3,1,DKI5 Kebon Jeruk Jakarta Barat,9
202503,3,10,DKI5 Kebon Jeruk Jakarta Barat,15
202503,3,11,DKI5 Kebon Jeruk Jakarta Barat,19
202503,3,12,DKI5 Kebon Jeruk Jakarta Barat,3
202503,3,13,DKI5 Kebon Jeruk Jakarta Barat,4
202503,3,14,DKI5 Kebon Jeruk Jakarta Barat,4
202503,3,15,DKI5 Kebon Jeruk Jakarta Barat,2
202503,3,16,DKI5 Kebon Jeruk Jakarta Barat,4
202503,3,17,DKI5 Kebon Jeruk Jakarta Barat,8
202503,3,18,DKI5 Kebon Jeruk Jakarta Barat,4
202503,3,19,DKI5 Kebon Jeruk Jakarta Barat,6
202503,3,2,DKI5 Kebon Jeruk Jakarta Barat,11
202503,3,20,DKI5 Kebon Jeruk Jakarta Barat,5
202503,3,21,DKI5 Kebon Jeruk Jakarta Barat,6
202503,3,22,DKI5 Kebon Jeruk Jakarta Barat,8
202503,3,23,DKI5 Kebon Jeruk Jakarta Barat,12
202503,3,24,DKI5 Kebon Jeruk Jakarta Barat,7
202503,3,25,DKI5 Kebon Jeruk Jakarta Barat,7
202503,3,26,DKI5 Kebon Jeruk Jakarta Barat,10
202503,3,27,DKI5 Kebon Jeruk Jakarta Barat,12
202503,3,28,DKI5 Kebon Jeruk Jakarta Barat,7
202503,3,29,DKI5 Kebon Jeruk Jakarta Barat,3
202503,3,3,DKI5 Kebon Jeruk Jakarta Barat,7
202503,3,30,DKI5 Kebon Jeruk Jakarta Barat,5
202503,3,31,DKI5 Kebon Jeruk Jakarta Barat,3
202503,3,4,DKI5 Kebon Jeruk Jakarta Barat,6
202503,3,5,DKI5 Kebon Jeruk Jakarta Barat,10
202503,3,6,DKI5 Kebon Jeruk Jakarta Barat,11
202503,3,7,DKI5 Kebon Jeruk Jakarta Barat,2
202503,3,8,DKI5 Kebon Jeruk Jakarta Barat,4
202503,3,9,DKI5 Kebon Jeruk Jakarta Barat,12
202504,4,1,DKI5 Kebon Jeruk Jakarta Barat,5
202504,4,10,DKI5 Kebon Jeruk Jakarta Barat,17
202504,4,11,DKI5 Kebon Jeruk Jakarta Barat,15
202504,4,12,DKI5 Kebon Jeruk Jakarta Barat,19
202504,4,13,DKI5 Kebon Jeruk Jakarta Barat,13
202504,4,14,DKI5 Kebon Jeruk Jakarta Barat,5
202504,4,15,DKI5 Kebon Jeruk Jakarta Barat,8
202504,4,16,DKI5 Kebon Jeruk Jakarta Barat,15
202504,4,17,DKI5 Kebon Jeruk Jakarta Barat,11
202504,4,18,DKI5 Kebon Jeruk Jakarta Barat,10
202504,4,19,DKI5 Kebon Jeruk Jakarta Barat,11
202504,4,2,DKI5 Kebon Jeruk Jakarta Barat,6
202504,4,20,DKI5 Kebon Jeruk Jakarta Barat,6
202504,4,21,DKI5 Kebon Jeruk Jakarta Barat,6
202504,4,22,DKI5 Kebon Jeruk Jakarta Barat,9
202504,4,23,DKI5 Kebon Jeruk Jakarta Barat,12
202504,4,24,DKI5 Kebon Jeruk Jakarta Barat,3
202504,4,25,DKI5 Kebon Jeruk Jakarta Barat,9
202504,4,26,DKI5 Kebon Jeruk Jakarta Barat,11
202504,4,27,DKI5 Kebon Jeruk Jakarta Barat,12
202504,4,28,DKI5 Kebon Jeruk Jakarta Barat,9
202504,4,29,DKI5 Kebon Jeruk Jakarta Barat,9
202504,4,3,DKI5 Kebon Jeruk Jakarta Barat,9
202504,4,30,DKI5 Kebon Jeruk Jakarta Barat,8
202504,4,4,DKI5 Kebon Jeruk Jakarta Barat,8
202504,4,5,DKI5 Kebon Jeruk Jakarta Barat,12
202504,4,6,DKI5 Kebon Jeruk Jakarta Barat,20
202504,4,7,DKI5 Kebon Jeruk Jakarta Barat,13
202504,4,8,DKI5 Kebon Jeruk Jakarta Barat,13
202504,4,9,DKI5 Kebon Jeruk Jakarta Barat,8
202505,5,1,DKI5 Kebon Jeruk Jakarta Barat,9
202505,5,10,DKI5 Kebon Jeruk Jakarta Barat,N/A
202505,5,11,DKI5 Kebon Jeruk Jakarta Barat,21
202505,5,12,DKI5 Kebon Jeruk Jakarta Barat,11
202505,5,13,DKI5 Kebon Jeruk Jakarta Barat,5
202505,5,14,DKI5 Kebon Jeruk Jakarta Barat,12
202505,5,15,DKI5 Kebon Jeruk Jakarta Barat,12
202505,5,16,DKI5 Kebon Jeruk Jakarta Barat,13
202505,5,17,DKI5 Kebon Jeruk Jakarta Barat,11
202505,5,18,DKI5 Kebon Jeruk Jakarta Barat,22
202505,5,19,DKI5 Kebon Jeruk Jakarta Barat,9
202505,5,2,DKI5 Kebon Jeruk Jakarta Barat,9
202505,5,20,DKI5 Kebon Jeruk Jakarta Barat,18
202505,5,21,DKI5 Kebon Jeruk Jakarta Barat,11
202505,5,22,DKI5 Kebon Jeruk Jakarta Barat,13
202505,5,23,DKI5 Kebon Jeruk Jakarta Barat,9
202505,5,24,DKI5 Kebon Jeruk Jakarta Barat,9
202505,5,25,DKI5 Kebon Jeruk Jakarta Barat,15
202505,5,26,DKI5 Kebon Jeruk Jakarta Barat,18
202505,5,27,DKI5 Kebon Jeruk Jakarta Barat,5
202505,5,28,DKI5 Kebon Jeruk Jakarta Barat,12
202505,5,29,DKI5 Kebon Jeruk Jakarta Barat,10
202505,5,3,DKI5 Kebon Jeruk Jakarta Barat,11
202505,5,30,DKI5 Kebon Jeruk Jakarta Barat,9
202505,5,31,DKI5 Kebon Jeruk Jakarta Barat,13
202505,5,4,DKI5 Kebon Jeruk Jakarta Barat,14
202505,5,5,DKI5 Kebon Jeruk Jakarta Barat,19
202505,5,6,DKI5 Kebon Jeruk Jakarta Barat,13
202505,5,7,DKI5 Kebon Jeruk Jakarta Barat,15
202505,5,8,DKI5 Kebon Jeruk Jakarta Barat,26
202505,5,9,DKI5 Kebon Jeruk Jakarta Barat,10
202506,6,1,DKI5 Kebon Jeruk Jakarta Barat,11
202506,6,10,DKI5 Kebon Jeruk Jakarta Barat,9
202506,6,11,DKI5 Kebon Jeruk Jakarta Barat,13
202506,6,12,DKI5 Kebon Jeruk Jakarta Barat,11
202506,6,13,DKI5 Kebon Jeruk Jakarta Barat,9
202506,6,14,DKI5 Kebon Jeruk Jakarta Barat,10
202506,6,15,DKI5 Kebon Jeruk Jakarta Barat,14
202506,6,16,DKI5 Kebon Jeruk Jakarta Barat,8
202506,6,17,DKI5 Kebon Jeruk Jakarta Barat,7
202506,6,18,DKI5 Kebon Jeruk Jakarta Barat,9
202506,6,19,DKI5 Kebon Jeruk Jakarta Barat,24
202506,6,2,DKI5 Kebon Jeruk Jakarta Barat,13
202506,6,20,DKI5 Kebon Jeruk Jakarta Barat,24
202506,6,21,DKI5 Kebon Jeruk Jakarta Barat,7
202506,6,22,DKI5 Kebon Jeruk Jakarta Barat,22
202506,6,23,DKI5 Kebon Jeruk Jakarta Barat,7
202506,6,24,DKI5 Kebon Jeruk Jakarta Barat,11
202506,6,25,DKI5 Kebon Jeruk Jakarta Barat,16
202506,6,26,DKI5 Kebon Jeruk Jakarta Barat,17
202506,6,27,DKI5 Kebon Jeruk Jakarta Barat,10
202506,6,28,DKI5 Kebon Jeruk Jakarta Barat,12
202506,6,29,DKI5 Kebon Jeruk Jakarta Barat,17
202506,6,3,DKI5 Kebon Jeruk Jakarta Barat,11
202506,6,30,DKI5 Kebon Jeruk Jakarta Barat,19
202506,6,4,DKI5 Kebon Jeruk Jakarta Barat,16
202506,6,5,DKI5 Kebon Jeruk Jakarta Barat,14
202506,6,6,DKI5 Kebon Jeruk Jakarta Barat,12
202506,6,7,DKI5 Kebon Jeruk Jakarta Barat,17
202506,6,8,DKI5 Kebon Jeruk Jakarta Barat,14
202506,6,9,DKI5 Kebon Jeruk Jakarta Barat,11
