tahun,bulan,tanggal,stasiun,karbon_monoksida
2025,2,14,DKI5 Kebon Jeruk Jakarta Barat,5.0
2025,2,15,DKI5 Kebon Jeruk Jakarta Barat,4.0
2025,2,16,DKI5 Kebon Jeruk Jakarta Barat,7.0
2025,2,17,DKI5 Kebon Jeruk Jakarta Barat,11.0
2025,2,18,DKI5 Kebon Jeruk Jakarta Barat,15.0
2025,2,19,DKI5 Kebon Jeruk Jakarta Barat,18.0
2025,2,20,DKI5 Kebon Jeruk Jakarta Barat,8.0
2025,2,21,DKI5 Kebon Jeruk Jakarta Barat,8.0
2025,2,22,DKI5 Kebon Jeruk Jakarta Barat,7.0
2025,2,23,DKI5 Kebon Jeruk Jakarta Barat,13.0
2025,2,24,DKI5 Kebon Jeruk Jakarta Barat,11.0
2025,2,25,DKI5 Kebon Jeruk Jakarta Barat,13.0
2025,2,26,DKI5 Kebon Jeruk Jakarta Barat,10.0
2025,2,27,DKI5 Kebon Jeruk Jakarta Barat,21.0
2025,2,28,DKI5 Kebon Jeruk Jakarta Barat,9.0
2025,3,1,DKI5 Kebon Jeruk Jakarta Barat,9.0
2025,3,2,DKI5 Kebon Jeruk Jakarta Barat,11.0
2025,3,3,DKI5 Kebon Jeruk Jakarta Barat,7.0
2025,3,4,DKI5 Kebon Jeruk Jakarta Barat,6.0
2025,3,5,DKI5 Kebon Jeruk Jakarta Barat,10.0
2025,3,6,DKI5 Kebon Jeruk Jakarta Barat,11.0
2025,3,7,DKI5 Kebon Jeruk Jakarta Barat,2.0
2025,3,8,DKI5 Kebon Jeruk Jakarta Barat,4.0
2025,3,9,DKI5 Kebon Jeruk Jakarta Barat,12.0
2025,3,10,DKI5 Kebon Jeruk Jakarta Barat,15.0
2025,3,11,DKI5 Kebon Jeruk Jakarta Barat,19.0
2025,3,12,DKI5 Kebon Jeruk Jakarta Barat,3.0
